,id,fullName,teamID
105,8480025,MacKenzie Entwistle,16
106,8480069,Cale Makar,21
107,8473446,Erik Johnson,21
108,8476979,Erik Gustafsson,16
109,8470594,Marc-Andre Fleury,30
110,8476915,Jujhar Khaira,16
111,8473604,Jonathan Toews,16
112,8476931,Jake McCabe,16
113,8477846,Ryan Carpenter,20
114,8479337,Alex DeBrincat,16
115,8475177,Calvin de Haan,16
116,8474141,Patrick Kane,16
117,8475311,Darcy Kuemper,21
118,8477456,J.T. Compher,21
119,8477495,Seth Jones,16
120,8477330,Dominik Kubalik,16
121,8478440,Dylan Strome,16
122,8479398,Samuel Girard,21
123,8478420,Mikko Rantanen,21
124,8477073,Kurtis MacDermid,21
125,8475172,Nazem Kadri,21
126,8477492,Nathan MacKinnon,21
127,8479370,Tyson Jost,30
128,8481523,Kirby Dach,16
129,8480798,Philipp Kurashev,16
130,8481524,Bowen Byram,21
131,8473618,Mathieu Perreault,8
132,8467950,Craig Anderson,7
133,8480196,Jacob Bryson,7
134,8476967,Brett Kulak,8
135,8475236,Cody Eakin,7
136,8476469,Joel Armia,8
137,8476525,Colin Miller,7
138,8479999,Casey Mittelstadt,7
139,8478109,Victor Olofsson,7
140,8476994,Vinnie Hinostroza,7
141,8475784,Jeff Skinner,7
142,8478996,Adam Brooks,8
143,8477401,John Hayden,7
144,8478133,Jake Evans,8
145,8477462,Robert Hagg,7
146,8479465,Drake Caggiula,7
147,8479420,Tage Thompson,7
148,8478470,Sam Montembeault,8
149,8481014,Alexander Romanov,8
150,8478075,Anders Bjork,7
151,8473507,Jeff Petry,8
152,8475726,Tyler Toffoli,8
153,8475968,Alex Belzile,8
154,8475848,Brendan Gallagher,8
155,8476975,Cedric Paquette,8
156,8473449,Kyle Okposo,7
157,8475227,Chris Wideman,8
158,8477989,Christian Dvorak,8
159,8476878,Zemgus Girgensons,7
160,8480018,Nick Suzuki,8
161,8476981,Josh Anderson,8
162,8475233,David Savard,8
163,8477476,Artturi Lehkonen,8
164,8477355,Will Butcher,7
165,8479335,Rasmus Asplund,7
166,8481626,Arttu Ruotsalainen,7
167,8475279,Ben Chiarot,8
168,8475796,Mark Pysyk,7
169,8481528,Dylan Cozens,7
170,8477494,Jonathan Drouin,8
171,8480839,Rasmus Dahlin,7
172,8481540,Cole Caufield,8
173,8480035,Henri Jokiharju,7
174,8475718,Justin Holl,10
175,8477939,William Nylander,10
176,8478408,Travis Dermott,10
177,8475852,Petr Mrazek,10
178,8474207,Nick Holden,9
179,8474589,Tyler Ennis,9
180,8479318,Auston Matthews,10
181,8478115,Pierre Engvall,10
182,8475166,John Tavares,10
183,8480029,Alex Formenton,9
184,8480448,Parker Kelly,9
185,8477941,Nick Ritchie,10
186,8474673,TJ Brodie,10
187,8477149,Scott Sabourin,9
188,8480208,Drake Batherson,9
189,8477021,Alexander Kerfoot,10
190,8477384,Josh Brown,9
191,8480043,Timothy Liljegren,10
192,8478131,Ondrej Kase,10
193,8480144,David Kampf,10
194,8481596,Shane Pinto,9
195,8477482,Zach Sanford,9
196,8482245,Artem Zub,9
197,8474190,Wayne Simmonds,10
198,8480064,Josh Norris,9
199,8476919,Chris Tierney,9
200,8476853,Morgan Rielly,10
201,8477426,Nick Paul,9
202,8476899,Matt Murray,9
203,8475789,Jack Campbell,10
204,8479458,Nikita Zaitsev,9
205,8477015,Connor Brown,9
206,8474584,Michael Del Zotto,9
207,8474162,Jake Muzzin,10
208,8476400,Logan Shaw,9
209,8478469,Thomas Chabot,9
210,8478047,Michael Bunting,10
211,8476341,Anton Forsberg,9
212,8479376,Victor Mete,9
213,8478483,Mitchell Marner,10
214,8469455,Jason Spezza,10
215,8478020,Michael Amadio,10
216,8482116,Tim Stützle,9
217,8480873,Rasmus Sandin,10
218,8471418,Anton Khudobin,25
219,8471817,Ryan Reaves,3
220,8476902,Esa Lindell,25
221,8473994,Jamie Benn,25
222,8470600,Ryan Suter,25
223,8478449,Roope Hintz,25
224,8475797,Jarred Tinordi,3
225,8477810,Joel Hanley,25
226,8476822,Luke Glendening,25
227,8478528,Tanner Kero,25
228,8476624,Barclay Goodrow,3
229,8476889,Radek Faksa,25
230,8482109,Alexis Lafrenière,3
231,8474651,Braden Holtby,25
232,8479324,Ryan Lindgren,3
233,8475184,Chris Kreider,3
234,8478495,Denis Gurianov,25
235,8478550,Artemi Panarin,3
236,8479323,Adam Fox,3
237,8471284,Andrej Sekera,25
238,8478211,Dryden Hunt,3
239,8481554,Kaapo Kakko,3
240,8480027,Jason Robertson,25
241,8475906,John Klingberg,25
242,8470794,Joe Pavelski,25
243,8475747,Patrik Nemeth,3
244,8475825,Jani Hakanpaa,25
245,8471228,Alexander Radulov,25
246,8476458,Ryan Strome,3
247,8479328,Julien Gauthier,3
248,8476459,Mika Zibanejad,3
249,8480216,Jacob Peterson,25
250,8478104,Sammy Blais,3
251,8475794,Tyler Seguin,25
252,8478048,Igor Shesterkin,3
253,8480878,Nils Lundkvist,3
254,8476885,Jacob Trouba,3
255,8479333,Libor Hajek,3
256,8480817,K'Andre Miller,3
257,8480078,Filip Chytil,3
258,8481641,Joel Kiviranta,25
259,8480036,Miro Heiskanen,25
260,8477290,Michael Raffl,25
261,8479291,Kevin Rooney,3
262,8470966,Mark Giordano,55
263,8478508,Yakov Trenin,18
264,8475218,Mattias Ekholm,18
265,8476428,Rocco Grimaldi,18
266,8477938,Haydn Fleury,55
267,8476925,Colton Sissons,18
268,8479718,Alex Barré-Boulet,55
269,8475831,Philipp Grubauer,55
270,8476887,Filip Forsberg,18
271,8475798,Mikael Granlund,18
272,8478407,Vince Dunn,55
273,8474600,Roman Josi,18
274,8477955,Jared McCann,55
275,8476988,Matt Benning,18
276,8479986,Kole Lind,55
277,8479987,Morgan Geekie,55
278,8478851,Alexandre Carrier,18
279,8477369,Carson Soucy,55
280,8480009,Eeli Tolvanen,18
281,8475168,Matt Duchene,18
282,8477424,Juuse Saros,18
283,8478891,Mason Appleton,55
284,8479026,Philippe Myers,18
285,8479661,Tanner Jeannot,18
286,8476393,Nick Cousins,18
287,8481577,Philip Tomasino,18
288,8475768,Jaden Schwartz,55
289,8476457,Adam Larsson,55
290,8477987,Ryan Donato,55
291,8474697,Mark Borowiecki,18
292,8475820,Joonas Donskoi,55
293,8477505,Alex Wennberg,55
294,8479414,Nathan Bastian,55
295,8477433,Ben Harpur,18
296,8475793,Ryan Johansen,18
297,8475772,Riley Sheahan,55
298,8478840,Will Borgen,55
299,8479316,Luke Kunin,18
300,8474586,Jordan Eberle,55
301,8476467,Jamie Oleksiak,55
302,8478468,Jeremy Lauzon,55
303,8479996,Cody Glass,18
304,8479371,Dante Fabbro,18
305,8479293,Brandon Tanev,55
306,8471218,Blake Wheeler,52
307,8480031,Max Comtois,24
308,8476945,Connor Hellebuyck,52
309,8474688,Greg Pateryn,24
310,8478873,Troy Terry,24
311,8474031,Kevin Shattenkirk,24
312,8476312,Josh Manson,21
313,8479368,Max Jones,24
314,8477940,Nikolaj Ehlers,52
315,8476434,John Gibson,24
316,8477220,Nate Schmidt,52
317,8479400,Pierre-Luc Dubois,52
318,8475164,Jakob Silfverberg,24
319,8476331,Dylan DeMelo,52
320,8478431,Evgeny Svechnikov,52
321,8478398,Kyle Connor,52
322,8480806,Isac Lundestrom,24
323,8476392,Adam Lowry,52
324,8480145,Neal Pionk,52
325,8476470,Nathan Beaulieu,5
326,8482149,Cole Perfetti,52
327,8481533,Trevor Zegras,24
328,8480005,Kristian Vesalainen,52
329,8482745,Mason McTavish,24
330,8471669,Paul Stastny,52
331,8482142,Jamie Drysdale,24
332,8477429,Andrew Copp,3
333,8475764,Cam Fowler,24
334,8470612,Ryan Getzlaf,24
335,8476854,Hampus Lindholm,6
336,8477504,Josh Morrissey,52
337,8474683,Derek Grant,24
338,8475455,Brenden Dillon,52
339,8478424,Jansen Harkins,52
340,8474062,Riley Nash,14
341,8474641,Adam Henrique,24
342,8475235,Nicolas Deslauriers,30
343,8476460,Mark Scheifele,52
344,8479378,Logan Stanley,52
345,8476483,Rickard Rakell,5
346,8479351,Sam Steel,24
347,8480870,Benoit-Olivier Groulx,24
348,8479372,Josh Mahura,24
349,8476905,Chandler Stephenson,54
350,8480072,Lias Andersson,26
351,8481481,Blake Lizotte,26
352,8470606,Dustin Brown,26
353,8481560,Arthur Kaliyev,26
354,8474149,Evgenii Dadonov,54
355,8475913,Mark Stone,54
356,8474565,Alex Pietrangelo,54
357,8475215,Robin Lehner,54
358,8479639,Dylan Coghlan,54
359,8476448,William Karlsson,54
360,8478846,Christian Wolanin,7
361,8475188,Brayden McNabb,54
362,8480007,Jonas Rondbjerg,54
363,8478434,Keegan Kolesar,54
364,8477960,Adrian Kempe,26
365,8477962,Brendan Lemieux,26
366,8474157,Max Pacioretty,54
367,8480727,Zach Whitecloud,54
368,8479980,Nicolas Hague,54
369,8478250,Vladimir Tkachev,26
370,8477361,Calvin Petersen,26
371,8471685,Anze Kopitar,26
372,8476539,Jonathan Marchessault,54
373,8478911,Matt Roy,26
374,8476479,Phillip Danault,26
375,8477447,Shea Theodore,54
376,8476316,Laurent Brossoit,54
377,8477406,Mattias Janmark,54
378,8471303,Alexander Edler,26
379,8479998,Mikey Anderson,26
380,8474563,Drew Doughty,26
381,8479974,Nolan Patrick,54
382,8477478,William Carrier,54
383,8479336,Carl Grundstrom,26
384,8479675,Trevor Moore,26
385,8479991,Jake Leschyshyn,54
386,8474166,Alec Martinez,54
387,8475191,Reilly Smith,54
388,8478042,Viktor Arvidsson,26
389,8480014,Gabriel Vilardi,26
390,8480113,Alex Iafallo,26
391,8481522,Peyton Krebs,54
392,8481600,Tobias Bjornfot,26
393,8480336,Sean Walker,26
394,8480070,Ian Mitchell,16
395,8482110,Dawson Mercer,1
396,8477419,Mason Geertsen,1
397,8478868,Christian Jaros,1
398,8478406,Mackenzie Blackwood,1
399,8478874,Adam Gaudette,16
400,8479404,Henrik Borgstrom,16
401,8474870,Tyler Johnson,16
402,8481559,Jack Hughes,1
403,8479542,Brandon Hagel,16
404,8479388,Riley Stillman,16
405,8477341,Andreas Johnsson,1
406,8473541,Jonathan Bernier,1
407,8480947,Kevin Lankinen,16
408,8476473,Connor Murphy,16
409,8478399,Jonas Siegenthaler,1
410,8474056,P.K. Subban,1
411,8480002,Nico Hischier,1
412,8480025,MacKenzie Entwistle,16
413,8480226,Marian Studenic,1
414,8476918,Jimmy Vesey,1
415,8476979,Erik Gustafsson,16
416,8476915,Jujhar Khaira,16
417,8473604,Jonathan Toews,16
418,8479407,Jesper Bratt,1
419,8476931,Jake McCabe,16
420,8477846,Ryan Carpenter,16
421,8479337,Alex DeBrincat,16
422,8475177,Calvin de Haan,16
423,8478841,Colton White,1
424,8478401,Pavel Zacha,1
425,8474141,Patrick Kane,16
426,8479415,Michael McLeod,1
427,8477435,Ryan Graves,1
428,8479511,Janne Kuokkanen,1
429,8477512,Frederik Gauthier,1
430,8477495,Seth Jones,16
431,8477330,Dominik Kubalik,16
432,8478440,Dylan Strome,16
433,8476462,Dougie Hamilton,1
434,8481068,Yegor Sharangovich,1
435,8475193,Tomas Tatar,1
436,8481523,Kirby Dach,16
437,8480798,Philipp Kurashev,16
438,8470626,Loui Eriksson,53
439,8476906,Shayne Gostisbehere,53
440,8474849,Antoine Roussel,53
441,8480196,Jacob Bryson,7
442,8476329,Travis Boyd,53
443,8471873,Anton Stralman,53
444,8475236,Cody Eakin,7
445,8471217,Andrew Ladd,53
446,8476525,Colin Miller,7
447,8479999,Casey Mittelstadt,7
448,8478109,Victor Olofsson,7
449,8476994,Vinnie Hinostroza,7
450,8475784,Jeff Skinner,7
451,8477401,John Hayden,7
452,8479982,Conor Timmins,53
453,8478474,Lawson Crouse,53
454,8477462,Robert Hagg,7
455,8479465,Drake Caggiula,7
456,8479345,Jakob Chychrun,53
457,8482629,Vladislav Provolnev,53
458,8478432,Christian Fischer,53
459,8478872,Karel Vejmelka,53
460,8479343,Clayton Keller,53
461,8479420,Tage Thompson,7
462,8478075,Anders Bjork,7
463,8481599,Victor Soderstrom,53
464,8474291,Jay Beagle,53
465,8475728,Johan Larsson,53
466,8473548,Phil Kessel,53
467,8476436,Dmitrij Jaskin,53
468,8473449,Kyle Okposo,7
469,8476878,Zemgus Girgensons,7
470,8476288,Ryan Dzingel,53
471,8474682,Dustin Tokarski,7
472,8477355,Will Butcher,7
473,8481626,Arttu Ruotsalainen,7
474,8479335,Rasmus Asplund,7
475,8477951,Nick Schmaltz,53
476,8475796,Mark Pysyk,7
477,8481528,Dylan Cozens,7
478,8480839,Rasmus Dahlin,7
479,8480950,Ilya Lyubushkin,53
480,8477070,Liam O'Brien,53
481,8470860,Jaroslav Halak,23
482,8476468,J.T. Miller,23
483,8477359,Tucker Poolman,23
484,8475413,Justin Dowling,23
485,8474568,Luke Schenn,23
486,8476871,Tanner Pearson,23
487,8480821,Filip Zadina,17
488,8479425,Filip Hronek,17
489,8480800,Quinn Hughes,23
490,8478477,Mitchell Stephens,17
491,8474574,Tyler Myers,23
492,8477500,Bo Horvat,23
493,8481617,Vasily Podkolzin,23
494,8475163,Alex Chiasson,23
495,8477464,Nic Petan,23
496,8479442,Troy Stecher,17
497,8475181,Nick Leddy,17
498,8477240,Carter Rowney,17
499,8481535,Nils Hoglander,23
500,8471306,Thomas Greiss,17
501,8480184,Gustav Lindstrom,17
502,8471686,Marc Staal,17
503,8477946,Dylan Larkin,17
504,8478856,Conor Garland,23
505,8476779,Brad Hunt,23
506,8477851,Jordan Oesterle,17
507,8480459,Pius Suter,17
508,8477454,Adam Erne,17
509,8477996,Juho Lammikko,23
510,8477952,Robby Fabbri,17
511,8479379,Givani Smith,17
512,8477479,Tyler Bertuzzi,17
513,8477215,Danny DeKeyser,17
514,8477335,Kyle Burroughs,23
515,8474040,Sam Gagner,17
516,8477450,Jason Dickinson,23
517,8478146,Matthew Highmore,23
518,8479992,Michael Rasmussen,17
519,8482078,Lucas Raymond,17
520,8480056,Jack Rathbone,23
521,8475171,Oliver Ekman-Larsson,23
522,8480012,Elias Pettersson,23
523,8476480,Vladislav Namestnikov,17
524,8481542,Moritz Seider,17
525,8476429,Scott Mayfield,2
526,8477935,Sam Bennett,13
527,8478009,Ilya Sorokin,2
528,8477932,Aaron Ekblad,13
529,8475314,Anders Lee,2
530,8475754,Brock Nelson,2
531,8477933,Sam Reinhart,13
532,8480865,Noah Dobson,2
533,8475683,Sergei Bobrovsky,13
534,8474573,Josh Bailey,2
535,8480789,Oliver Wahlstrom,2
536,8478975,Mason Marchment,13
537,8476456,Jonathan Huberdeau,13
538,8477346,MacKenzie Weegar,13
539,8473463,Leo Komarov,2
540,8478055,Gustav Forsling,13
541,8475462,Radko Gudas,13
542,8479066,Ryan Lomberg,13
543,8480222,Sebastian Aho,2
544,8482641,Matt Kiersted,13
545,8465009,Zdeno Chara,2
546,8466138,Joe Thornton,13
547,8476917,Adam Pelech,2
548,8480185,Eetu Luostarinen,13
549,8477506,Ryan Pulock,2
550,8477407,Anthony Duclair,13
551,8476419,Jean-Gabriel Pageau,2
552,8477409,Carter Verhaeghe,13
553,8471887,Patric Hornqvist,13
554,8473504,Cal Clutterbuck,2
555,8477986,Brandon Montour,13
556,8477527,Ross Johnston,2
557,8470610,Zach Parise,2
558,8472382,Andy Greene,2
559,8478445,Mathew Barzal,2
560,8478463,Anthony Beauvillier,2
561,8475151,Kyle Palmieri,2
562,8479355,Olli Juolevi,13
563,8479356,Kieffer Bellows,2
564,8478366,Frank Vatrano,13
565,8475231,Casey Cizikas,2
566,8477493,Aleksander Barkov,13
567,8482113,Anton Lundell,13
568,8480015,Owen Tippett,13
569,8470604,Jeff Carter,5
570,8480070,Ian Mitchell,16
571,8476927,Teddy Blueger,5
572,8482055,Drew O'Connor,5
573,8478507,John Marino,5
574,8477953,Kasperi Kapanen,5
575,8478866,Dominik Simon,5
576,8478874,Adam Gaudette,16
577,8479404,Henrik Borgstrom,16
578,8474870,Tyler Johnson,16
579,8477465,Tristan Jarry,5
580,8478017,Mark Friedman,5
581,8479542,Brandon Hagel,16
582,8479388,Riley Stillman,16
583,8480947,Kevin Lankinen,16
584,8476473,Connor Murphy,16
585,8477244,Chad Ruhwedel,5
586,8480025,MacKenzie Entwistle,16
587,8471724,Kris Letang,5
588,8470619,Brian Boyle,5
589,8476934,Brock McGinn,5
590,8477969,Marcus Pettersson,5
591,8476979,Erik Gustafsson,16
592,8475208,Brian Dumoulin,5
593,8470594,Marc-Andre Fleury,16
594,8476915,Jujhar Khaira,16
595,8473604,Jonathan Toews,16
596,8477404,Jake Guentzel,5
597,8476875,Mike Matheson,5
598,8476931,Jake McCabe,16
599,8477846,Ryan Carpenter,16
600,8479944,Zach Aston-Reese,5
601,8475722,Jason Zucker,5
602,8479337,Alex DeBrincat,16
603,8475177,Calvin de Haan,16
604,8474141,Patrick Kane,16
605,8477495,Seth Jones,16
606,8477330,Dominik Kubalik,16
607,8478440,Dylan Strome,16
608,8478542,Evan Rodrigues,5
609,8478046,Danton Heinen,5
610,8478043,Sam Lafferty,5
611,8480058,Pierre-Olivier Joseph,5
612,8481523,Kirby Dach,16
613,8480798,Philipp Kurashev,16
614,8480172,Jan Rutta,5
615,8481580,Connor McMichael,15
616,8474602,Justin Schultz,55
617,8477839,Conor Sheary,15
618,8471214,Alex Ovechkin,15
619,8471698,T.J. Oshie,15
620,8470621,Corey Perry,14
621,8476453,Nikita Kucherov,14
622,8475167,Victor Hedman,14
623,8479525,Ross Colton,14
624,8475200,Dmitry Orlov,15
625,8475343,Nic Dowd,15
626,8474151,Ryan McDonagh,18
627,8479984,Cal Foote,14
628,8474590,John Carlson,15
629,8474034,Pat Maroon,14
630,8474176,Carl Hagelin,15
631,8476292,Ondrej Palat,1
632,8478472,Mathieu Joseph,9
633,8478010,Brayden Point,14
634,8479383,Boris Katchouk,16
635,8482148,Hendrix Lapierre,15
636,8478519,Anthony Cirelli,14
637,8477903,Garnet Hathaway,15
638,8475625,Matt Irwin,15
639,8478416,Erik Cernak,14
640,8475324,Nick Jensen,15
641,8477205,Andrej Sustr,30
642,8475744,Evgeny Kuznetsov,15
643,8473986,Alex Killorn,14
644,8477845,Trevor van Riemsdyk,15
645,8476883,Andrei Vasilevskiy,14
646,8478466,Daniel Sprong,55
647,8477930,Pierre-Edouard Bellemare,14
648,8474564,Steven Stamkos,14
649,8477511,Anthony Mantha,15
650,8479410,Mikhail Sergachev,14
651,8474189,Lars Eller,15
652,8476880,Tom Wilson,15
653,8477970,Vitek Vanecek,1
654,8479395,Dennis Cholowski,2
655,8480796,Martin Fehervary,15
656,8479390,Taylor Raddysh,16
657,8474628,Michael Stone,20
658,8476886,Slater Koekkoek,22
659,8477998,Warren Foegele,22
660,8477934,Leon Draisaitl,22
661,8479977,Kailer Yamamoto,22
662,8474098,Colton Sceviour,22
663,8476399,Blake Coleman,20
664,8476454,Ryan Nugent-Hopkins,22
665,8479346,Dillon Dube,20
666,8474150,Mikael Backlund,20
667,8480802,Ryan McLeod,22
668,8479347,Tyler Benson,22
669,8478397,Rasmus Andersson,20
670,8478430,Oliver Kylington,20
671,8479344,Jesse Puljujarvi,22
672,8480803,Evan Bouchard,22
673,8478396,Noah Hanifin,20
674,8478233,Andrew Mangiapane,20
675,8474593,Jacob Markstrom,20
676,8469608,Mike Smith,22
677,8471729,Kris Russell,22
678,8477507,Nikita Zadorov,20
679,8476439,Brett Ritchie,20
680,8476879,Cody Ceci,22
681,8475786,Zach Hyman,22
682,8477943,Brendan Perlini,22
683,8479976,Juuso Valimaki,20
684,8470281,Duncan Keith,22
685,8477498,Darnell Nurse,22
686,8475178,Zack Kassian,22
687,8476346,Johnny Gaudreau,20
688,8479314,Matthew Tkachuk,20
689,8478446,Glenn Gawdin,20
690,8475752,Tyler Pitlick,20
691,8478402,Connor McDavid,22
692,8475690,Christopher Tanev,20
693,8473453,Trevor Lewis,20
694,8475790,Erik Gudbranson,20
695,8474068,Kyle Turris,22
696,8473473,Milan Lucic,20
697,8477497,Sean Monahan,20
698,8475197,Tyson Barrie,22
699,8477496,Elias Lindholm,20
700,8478585,Derek Ryan,22
701,8481481,Blake Lizotte,26
702,8470606,Dustin Brown,26
703,8477919,Frederick Gaudreau,30
704,8481560,Arthur Kaliyev,26
705,8471734,Jonathan Quick,26
706,8475760,Nick Bjugstad,30
707,8477960,Adrian Kempe,26
708,8480845,Rasmus Kupari,26
709,8478413,Jordan Greenway,30
710,8476874,Olli Maatta,26
711,8479520,Brandon Duhaime,30
712,8475220,Marcus Foligno,30
713,8475660,Cam Talbot,30
714,8478250,Vladimir Tkachev,26
715,8478493,Joel Eriksson Ek,30
716,8481477,Nico Sturm,30
717,8474716,Jared Spurgeon,30
718,8474818,Jordie Benn,30
719,8471685,Anze Kopitar,26
720,8478911,Matt Roy,26
721,8476479,Phillip Danault,26
722,8477942,Kevin Fiala,30
723,8476437,Victor Rask,30
724,8476856,Matt Dumba,30
725,8471303,Alexander Edler,26
726,8475750,Jon Merrill,30
727,8479514,Rem Pitlick,30
728,8479998,Mikey Anderson,26
729,8475179,Dmitry Kulikov,30
730,8474563,Drew Doughty,26
731,8478864,Kirill Kaprizov,30
732,8479336,Carl Grundstrom,26
733,8477451,Ryan Hartman,30
734,8471274,Alex Goligoski,30
735,8479675,Trevor Moore,26
736,8475692,Mats Zuccarello,30
737,8476463,Jonas Brodin,30
738,8478042,Viktor Arvidsson,26
739,8480014,Gabriel Vilardi,26
740,8480113,Alex Iafallo,26
741,8481600,Tobias Bjornfot,26
742,8480336,Sean Walker,26
743,8471418,Anton Khudobin,25
744,8476902,Esa Lindell,25
745,8473994,Jamie Benn,25
746,8470600,Ryan Suter,25
747,8478449,Roope Hintz,25
748,8477810,Joel Hanley,25
749,8476822,Luke Glendening,25
750,8478528,Tanner Kero,25
751,8474207,Nick Holden,9
752,8474589,Tyler Ennis,9
753,8476889,Radek Faksa,25
754,8480029,Alex Formenton,9
755,8480448,Parker Kelly,9
756,8480801,Brady Tkachuk,9
757,8477149,Scott Sabourin,9
758,8480208,Drake Batherson,9
759,8478495,Denis Gurianov,25
760,8477384,Josh Brown,9
761,8471284,Andrej Sekera,25
762,8481596,Shane Pinto,9
763,8477482,Zach Sanford,9
764,8482245,Artem Zub,9
765,8480027,Jason Robertson,25
766,8475906,John Klingberg,25
767,8480064,Josh Norris,9
768,8476919,Chris Tierney,9
769,8470794,Joe Pavelski,25
770,8475825,Jani Hakanpaa,25
771,8477426,Nick Paul,9
772,8471228,Alexander Radulov,25
773,8479406,Filip Gustavsson,9
774,8480216,Jacob Peterson,25
775,8479458,Nikita Zaitsev,9
776,8477015,Connor Brown,9
777,8475794,Tyler Seguin,25
778,8474584,Michael Del Zotto,9
779,8476400,Logan Shaw,9
780,8478469,Thomas Chabot,9
781,8479376,Victor Mete,9
782,8481641,Joel Kiviranta,25
783,8480036,Miro Heiskanen,25
784,8482116,Tim Stützle,9
785,8477290,Michael Raffl,25
786,8471735,Keith Yandle,4
787,8470966,Mark Giordano,55
788,8473512,Claude Giroux,4
789,8477979,Nicolas Aube-Kubel,4
790,8477938,Haydn Fleury,55
791,8474027,Justin Braun,4
792,8476904,Chris Driedger,55
793,8479718,Alex Barré-Boulet,14
794,8475831,Philipp Grubauer,55
795,8478407,Vince Dunn,55
796,8477955,Jared McCann,55
797,8479986,Kole Lind,55
798,8479987,Morgan Geekie,55
799,8476872,Scott Laughton,4
800,8477369,Carson Soucy,55
801,8476372,Nick Seeler,4
802,8478891,Mason Appleton,55
803,8478051,Max Willman,4
804,8475768,Jaden Schwartz,55
805,8473544,Derick Brassard,4
806,8477948,Travis Sanheim,4
807,8474037,James van Riemsdyk,4
808,8474715,Cam Atkinson,4
809,8476457,Adam Larsson,55
810,8477987,Ryan Donato,55
811,8475820,Joonas Donskoi,55
812,8477505,Alex Wennberg,55
813,8478439,Travis Konecny,4
814,8470775,Nate Thompson,4
815,8479414,Nathan Bastian,55
816,8478500,Ivan Provorov,4
817,8477499,Rasmus Ristolainen,4
818,8475772,Riley Sheahan,55
819,8478840,Will Borgen,55
820,8474586,Jordan Eberle,55
821,8476467,Jamie Oleksiak,55
