id,fullName,link,firstName,lastName,primaryNumber,birthDate,currentAge,birthCity,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,birthStateProvince,gameId,teamID,pPos
8477933,Sam Reinhart,/api/v1/people/8477933,Sam,Reinhart,23,1995-11-06,26,West Vancouver,CAN,CAN,"6' 1""",194,True,False,False,False,R,Y,BC,2019020502,7,Center
8478109,Victor Olofsson,/api/v1/people/8478109,Victor,Olofsson,68,1995-07-18,27,Ornskoldsvik,SWE,SWE,"5' 11""",183,True,False,False,True,L,Y,,2019020502,7,Left Wing
8480865,Noah Dobson,/api/v1/people/8480865,Noah,Dobson,8,2000-01-07,22,Summerside,CAN,CAN,"6' 4""",184,True,False,False,True,R,Y,PE,2019020502,2,Defenseman
8478038,Devon Toews,/api/v1/people/8478038,Devon,Toews,25,1994-02-21,28,Abbotsford,CAN,CAN,"6' 1""",191,True,False,False,False,L,Y,BC,2019020502,2,Defenseman
8474573,Josh Bailey,/api/v1/people/8474573,Josh,Bailey,12,1989-10-02,33,Bowmanville,CAN,CAN,"6' 1""",200,True,False,False,False,L,Y,ON,2019020502,2,Right Wing
8475784,Jeff Skinner,/api/v1/people/8475784,Jeff,Skinner,53,1992-05-16,30,Toronto,CAN,CAN,"5' 11""",195,True,False,False,False,L,Y,ON,2019020502,7,Left Wing
8473463,Leo Komarov,/api/v1/people/8473463,Leo,Komarov,47,1987-01-23,35,Narva,EST,FIN,"5' 11""",209,True,False,False,False,L,Y,,2019020502,2,Right Wing
8475181,Nick Leddy,/api/v1/people/8475181,Nick,Leddy,2,1991-03-20,31,Eden Prairie,USA,USA,"6' 0""",207,True,False,False,False,L,Y,MN,2019020502,2,Defenseman
8475728,Johan Larsson,/api/v1/people/8475728,Johan,Larsson,22,1992-07-25,30,Lau,SWE,SWE,"5' 11""",204,True,False,False,False,L,Y,,2019020502,7,Center
8474618,Marco Scandella,/api/v1/people/8474618,Marco,Scandella,6,1990-02-23,32,Montreal,CAN,CAN,"6' 3""",212,True,False,False,False,L,Y,QC,2019020502,7,Defenseman
8476917,Adam Pelech,/api/v1/people/8476917,Adam,Pelech,3,1994-08-16,28,Toronto,CAN,CAN,"6' 3""",218,True,False,False,False,L,Y,ON,2019020502,2,Defenseman
8476918,Jimmy Vesey,/api/v1/people/8476918,Jimmy,Vesey,13,1993-05-26,29,Boston,USA,USA,"6' 3""",202,True,False,False,False,L,Y,MA,2019020502,7,Left Wing
8477506,Ryan Pulock,/api/v1/people/8477506,Ryan,Pulock,6,1994-10-06,28,Dauphin,CAN,CAN,"6' 2""",217,True,False,False,False,R,Y,MB,2019020502,2,Defenseman
8473544,Derick Brassard,/api/v1/people/8473544,Derick,Brassard,10,1987-09-22,35,Hull,CAN,CAN,"6' 1""",202,True,False,False,False,L,Y,QC,2019020502,2,Center
8476931,Jake McCabe,/api/v1/people/8476931,Jake,McCabe,19,1993-10-12,29,Eau Claire,USA,USA,"6' 1""",204,True,True,False,False,L,Y,WI,2019020502,7,Defenseman
8473449,Kyle Okposo,/api/v1/people/8473449,Kyle,Okposo,21,1988-04-16,34,St. Paul,USA,USA,"6' 0""",216,True,False,False,False,R,Y,MN,2019020502,7,Right Wing
8477986,Brandon Montour,/api/v1/people/8477986,Brandon,Montour,62,1994-04-11,28,Brantford,CAN,CAN,"6' 0""",189,True,False,False,False,R,Y,ON,2019020502,7,Defenseman
8475149,Marcus Johansson,/api/v1/people/8475149,Marcus,Johansson,90,1990-10-06,32,Landskrona,SWE,SWE,"6' 1""",205,True,True,False,False,L,Y,,2019020502,7,Left Wing
8473504,Cal Clutterbuck,/api/v1/people/8473504,Cal,Clutterbuck,15,1987-11-18,34,Welland,CAN,CAN,"5' 11""",216,True,False,False,False,R,Y,ON,2019020502,2,Right Wing
8477527,Ross Johnston,/api/v1/people/8477527,Ross,Johnston,32,1994-02-18,28,Charlottetown,CAN,CAN,"6' 5""",235,True,False,False,False,L,Y,PE,2019020502,2,Left Wing
8476878,Zemgus Girgensons,/api/v1/people/8476878,Zemgus,Girgensons,28,1994-01-05,28,Riga,LVA,LVA,"6' 2""",211,True,False,False,False,L,Y,,2019020502,7,Center
8476999,Linus Ullmark,/api/v1/people/8476999,Linus,Ullmark,35,1993-07-31,29,Lugnvik,SWE,SWE,"6' 4""",215,True,False,False,False,L,Y,,2019020502,7,Goalie
8477499,Rasmus Ristolainen,/api/v1/people/8477499,Rasmus,Ristolainen,55,1994-10-27,27,Turku,FIN,FIN,"6' 4""",220,True,False,False,False,R,Y,,2019020502,7,Defenseman
8478445,Mathew Barzal,/api/v1/people/8478445,Mathew,Barzal,13,1997-05-26,25,Coquitlam,CAN,CAN,"6' 0""",187,True,False,False,False,R,Y,BC,2019020502,2,Center
8478403,Jack Eichel,/api/v1/people/8478403,Jack,Eichel,9,1996-10-28,25,North Chelmsford,USA,USA,"6' 2""",203,True,False,True,False,R,Y,MA,2019020502,7,Center
8479335,Rasmus Asplund,/api/v1/people/8479335,Rasmus,Asplund,74,1997-12-03,24,Filipstad,SWE,SWE,"5' 11""",190,True,False,False,True,L,Y,,2019020502,7,Center
8474586,Jordan Eberle,/api/v1/people/8474586,Jordan,Eberle,7,1990-05-15,32,Regina,CAN,CAN,"5' 11""",187,True,False,False,False,R,Y,SK,2019020502,2,Right Wing
8478463,Anthony Beauvillier,/api/v1/people/8478463,Anthony,Beauvillier,18,1997-06-08,25,Sorel-Tracy,CAN,CAN,"5' 11""",182,True,False,False,False,L,Y,QC,2019020502,2,Left Wing
8478542,Evan Rodrigues,/api/v1/people/8478542,Evan,Rodrigues,71,1993-07-28,29,Toronto,CAN,CAN,"5' 11""",184,True,False,False,False,R,Y,ON,2019020502,7,Left Wing
8480839,Rasmus Dahlin,/api/v1/people/8480839,Rasmus,Dahlin,26,2000-04-13,22,Lidkoping,SWE,SWE,"6' 3""",193,True,False,False,False,L,Y,,2019020502,7,Defenseman
8475231,Casey Cizikas,/api/v1/people/8475231,Casey,Cizikas,53,1991-02-27,31,Toronto,CAN,CAN,"5' 11""",195,True,False,False,False,L,Y,ON,2019020502,2,Center
8480035,Henri Jokiharju,/api/v1/people/8480035,Henri,Jokiharju,10,1999-06-17,23,Oulu,FIN,FIN,"6' 0""",195,True,False,False,False,R,Y,,2019020502,7,Defenseman
8470966,Mark Giordano,/api/v1/people/8470966,Mark,Giordano,5,1983-10-03,39,Toronto,CAN,CAN,"6' 1""",200,True,False,True,False,L,Y,ON,2019020503,20,Defenseman
8474628,Michael Stone,/api/v1/people/8474628,Michael,Stone,26,1990-06-07,32,Winnipeg,CAN,CAN,"6' 3""",210,True,False,False,False,R,Y,MB,2019020503,20,Defenseman
8473533,Jordan Staal,/api/v1/people/8473533,Jordan,Staal,11,1988-09-10,34,Thunder Bay,CAN,CAN,"6' 4""",220,True,False,True,False,L,Y,ON,2019020503,12,Center
8477938,Haydn Fleury,/api/v1/people/8477938,Haydn,Fleury,4,1996-07-08,26,Carlyle,CAN,CAN,"6' 3""",208,True,False,False,False,L,Y,SK,2019020503,12,Defenseman
8477998,Warren Foegele,/api/v1/people/8477998,Warren,Foegele,13,1996-04-01,26,Markham,CAN,CAN,"6' 2""",198,True,False,False,False,L,Y,ON,2019020503,12,Left Wing
8478427,Sebastian Aho,/api/v1/people/8478427,Sebastian,Aho,20,1997-07-26,25,Rauma,FIN,FIN,"6' 0""",176,True,False,False,False,L,Y,,2019020503,12,Center
8475799,Nino Niederreiter,/api/v1/people/8475799,Nino,Niederreiter,21,1992-09-08,30,Chur,CHE,CHE,"6' 2""",218,True,False,False,False,L,Y,,2019020503,12,Right Wing
8476921,Jordan Martinook,/api/v1/people/8476921,Jordan,Martinook,48,1992-07-25,30,Brandon,CAN,CAN,"6' 0""",196,True,True,False,False,L,Y,MB,2019020503,12,Left Wing
8477488,Brett Pesce,/api/v1/people/8477488,Brett,Pesce,22,1994-11-15,27,Tarrytown,USA,USA,"6' 3""",206,True,False,False,False,R,Y,NY,2019020503,12,Defenseman
8475287,Erik Haula,/api/v1/people/8475287,Erik,Haula,56,1991-03-23,31,Pori,FIN,FIN,"6' 0""",193,True,False,False,False,L,Y,,2019020503,12,Left Wing
8474673,TJ Brodie,/api/v1/people/8474673,TJ,Brodie,7,1990-06-07,32,Chatham,CAN,CAN,"6' 1""",185,True,False,False,False,L,Y,ON,2019020503,20,Defenseman
8476356,Tobias Rieder,/api/v1/people/8476356,Tobias,Rieder,16,1993-01-10,29,Landshut,DEU,DEU,"5' 11""",186,True,False,False,False,L,Y,,2019020503,20,Center
8479346,Dillon Dube,/api/v1/people/8479346,Dillon,Dube,29,1998-07-20,24,Golden,CAN,CAN,"5' 11""",187,True,False,False,True,L,Y,BC,2019020503,20,Center
8476873,Mark Jankowski,/api/v1/people/8476873,Mark,Jankowski,77,1994-09-13,28,Hamilton,CAN,CAN,"6' 4""",212,True,False,False,False,L,Y,ON,2019020503,20,Center
8474150,Mikael Backlund,/api/v1/people/8474150,Mikael,Backlund,11,1989-03-17,33,Vasteras,SWE,SWE,"6' 0""",200,True,False,False,False,L,Y,,2019020503,20,Center
8478397,Rasmus Andersson,/api/v1/people/8478397,Rasmus,Andersson,4,1996-10-27,25,Malmö,SWE,SWE,"6' 1""",214,True,False,False,False,R,Y,,2019020503,20,Defenseman
8478430,Oliver Kylington,/api/v1/people/8478430,Oliver,Kylington,58,1997-05-19,25,Stockholm,SWE,SWE,"6' 0""",183,True,False,False,False,L,Y,,2019020503,20,Defenseman
8478396,Noah Hanifin,/api/v1/people/8478396,Noah,Hanifin,55,1997-01-25,25,Boston,USA,USA,"6' 3""",215,True,False,False,False,L,Y,MA,2019020503,20,Defenseman
8478233,Andrew Mangiapane,/api/v1/people/8478233,Andrew,Mangiapane,88,1996-04-04,26,Toronto,CAN,CAN,"5' 10""",184,True,False,False,False,L,Y,ON,2019020503,20,Left Wing
8476934,Brock McGinn,/api/v1/people/8476934,Brock,McGinn,23,1994-02-02,28,Fergus,CAN,CAN,"6' 0""",187,True,False,False,False,L,Y,ON,2019020503,12,Left Wing
8476958,Jaccob Slavin,/api/v1/people/8476958,Jaccob,Slavin,74,1994-05-01,28,Denver,USA,USA,"6' 3""",207,True,True,False,False,L,Y,CO,2019020503,12,Defenseman
8474736,Zac Rinaldo,/api/v1/people/8474736,Zac,Rinaldo,36,1990-06-15,32,Mississauga,CAN,CAN,"5' 10""",192,True,False,False,False,L,Y,ON,2019020503,20,Center
8473564,Michael Frolik,/api/v1/people/8473564,Michael,Frolik,67,1988-02-17,34,Kladno,CZE,CZE,"6' 1""",190,True,False,False,False,L,Y,,2019020503,20,Right Wing
8479328,Julien Gauthier,/api/v1/people/8479328,Julien,Gauthier,44,1997-10-15,24,Pointe-aux-Trembles,CAN,CAN,"6' 4""",227,True,False,False,True,R,N,QC,2019020503,12,Right Wing
8473503,James Reimer,/api/v1/people/8473503,James,Reimer,47,1988-03-15,34,Morweena,CAN,CAN,"6' 2""",220,True,False,False,False,L,Y,MB,2019020503,12,Goalie
8477845,Trevor van Riemsdyk,/api/v1/people/8477845,Trevor,van Riemsdyk,57,1991-07-24,31,Middletown,USA,USA,"6' 2""",192,True,False,False,False,R,Y,NJ,2019020503,12,Defenseman
8474612,Travis Hamonic,/api/v1/people/8474612,Travis,Hamonic,24,1990-08-16,32,St. Malo,CAN,CAN,"6' 2""",205,True,False,False,False,R,Y,MB,2019020503,20,Defenseman
8476288,Ryan Dzingel,/api/v1/people/8476288,Ryan,Dzingel,18,1992-03-09,30,Wheaton,USA,USA,"6' 0""",190,True,False,False,False,L,Y,IL,2019020503,12,Center
8478027,Lucas Wallmark,/api/v1/people/8478027,Lucas,Wallmark,71,1995-09-05,27,Umea,SWE,SWE,"6' 0""",178,True,False,False,False,L,Y,,2019020503,12,Center
8476882,Teuvo Teravainen,/api/v1/people/8476882,Teuvo,Teravainen,86,1994-09-11,28,Helsinki,FIN,FIN,"5' 11""",191,True,False,False,False,L,Y,,2019020503,12,Left Wing
8476346,Johnny Gaudreau,/api/v1/people/8476346,Johnny,Gaudreau,13,1993-08-13,29,Salem,USA,USA,"5' 9""",165,True,False,False,False,L,Y,NJ,2019020503,20,Left Wing
8479314,Matthew Tkachuk,/api/v1/people/8479314,Matthew,Tkachuk,19,1997-12-11,24,Scottsdale,USA,USA,"6' 2""",202,True,False,False,False,L,Y,AZ,2019020503,20,Left Wing
8476462,Dougie Hamilton,/api/v1/people/8476462,Dougie,Hamilton,19,1993-06-17,29,Toronto,CAN,CAN,"6' 6""",229,True,False,False,False,R,Y,ON,2019020503,12,Defenseman
8474581,Jake Gardiner,/api/v1/people/8474581,Jake,Gardiner,51,1990-07-04,32,Minnetonka,USA,USA,"6' 2""",203,True,False,False,False,L,Y,MN,2019020503,12,Defenseman
8473473,Milan Lucic,/api/v1/people/8473473,Milan,Lucic,17,1988-06-07,34,Vancouver,CAN,CAN,"6' 3""",231,True,False,False,False,L,Y,BC,2019020503,20,Left Wing
8477497,Sean Monahan,/api/v1/people/8477497,Sean,Monahan,23,1994-10-12,28,Brampton,CAN,CAN,"6' 2""",200,True,False,False,False,L,Y,ON,2019020503,20,Center
8479496,David Rittich,/api/v1/people/8479496,David,Rittich,33,1992-08-19,30,Jihlava,CZE,CZE,"6' 3""",206,True,False,False,False,L,Y,,2019020503,20,Goalie
8476441,Joel Edmundson,/api/v1/people/8476441,Joel,Edmundson,6,1993-06-28,29,Brandon,CAN,CAN,"6' 4""",215,True,False,False,False,L,Y,MB,2019020503,12,Defenseman
8478585,Derek Ryan,/api/v1/people/8478585,Derek,Ryan,10,1986-12-29,35,Spokane,USA,USA,"5' 10""",185,True,False,False,False,R,Y,WA,2019020503,20,Center
8477496,Elias Lindholm,/api/v1/people/8477496,Elias,Lindholm,28,1994-12-02,27,Boden,SWE,SWE,"6' 1""",195,True,False,False,False,R,Y,,2019020503,20,Center
8480830,Andrei Svechnikov,/api/v1/people/8480830,Andrei,Svechnikov,37,2000-03-26,22,Barnaul,RUS,RUS,"6' 2""",195,True,False,False,False,L,Y,,2019020503,12,Right Wing
8480039,Martin Necas,/api/v1/people/8480039,Martin,Necas,88,1999-01-15,23,Nove Mesto na Morave,CZE,CZE,"6' 2""",189,True,False,False,True,R,Y,,2019020503,12,Center
8468685,Henrik Lundqvist,/api/v1/people/8468685,Henrik,Lundqvist,30,1982-03-02,40,Are,SWE,SWE,"6' 1""",182,True,False,False,False,L,Y,,2019020504,3,Goalie
8480031,Max Comtois,/api/v1/people/8480031,Max,Comtois,53,1999-01-08,23,Longueuil,CAN,CAN,"6' 2""",215,True,False,False,True,L,Y,QC,2019020504,24,Left Wing
8475735,Greg McKegg,/api/v1/people/8475735,Greg,McKegg,14,1992-06-17,30,St. Thomas,CAN,CAN,"6' 0""",192,True,False,False,False,L,Y,ON,2019020504,3,Center
8476869,Brady Skjei,/api/v1/people/8476869,Brady,Skjei,76,1994-03-26,28,Lakeville,USA,USA,"6' 3""",210,True,False,False,False,L,Y,MN,2019020504,3,Defenseman
8475855,Jesper Fast,/api/v1/people/8475855,Jesper,Fast,17,1991-12-02,30,Nassjo,SWE,SWE,"6' 1""",191,True,True,False,False,R,Y,,2019020504,3,Right Wing
8474230,Micheal Haley,/api/v1/people/8474230,Micheal,Haley,38,1986-03-30,36,Guelph,CAN,CAN,"5' 11""",202,True,False,False,False,L,Y,ON,2019020504,3,Center
8478873,Troy Terry,/api/v1/people/8478873,Troy,Terry,61,1997-09-10,25,Denver,USA,USA,"6' 0""",180,True,False,False,False,R,Y,CO,2019020504,24,Right Wing
8479324,Ryan Lindgren,/api/v1/people/8479324,Ryan,Lindgren,55,1998-02-11,24,Burnsville,USA,USA,"6' 0""",191,True,False,False,True,L,Y,MN,2019020504,3,Defenseman
8477402,Pavel Buchnevich,/api/v1/people/8477402,Pavel,Buchnevich,89,1995-04-17,27,Cherepovets,RUS,RUS,"6' 3""",197,True,False,False,False,L,Y,,2019020504,3,Right Wing
8476312,Josh Manson,/api/v1/people/8476312,Josh,Manson,42,1991-10-07,31,Hinsdale,USA,CAN,"6' 3""",224,True,True,False,False,R,Y,IL,2019020504,24,Defenseman
8477962,Brendan Lemieux,/api/v1/people/8477962,Brendan,Lemieux,48,1996-03-15,26,Denver,USA,USA,"6' 1""",213,True,False,False,False,L,Y,CO,2019020504,3,Left Wing
8476434,John Gibson,/api/v1/people/8476434,John,Gibson,36,1993-07-14,29,Pittsburgh,USA,USA,"6' 2""",207,True,False,False,False,L,Y,PA,2019020504,24,Goalie
8475184,Chris Kreider,/api/v1/people/8475184,Chris,Kreider,20,1991-04-30,31,Boxford,USA,USA,"6' 3""",217,True,True,False,False,L,Y,MA,2019020504,3,Left Wing
8478550,Artemi Panarin,/api/v1/people/8478550,Artemi,Panarin,10,1991-10-30,30,Korkino,RUS,RUS,"5' 11""",170,True,False,False,False,R,Y,,2019020504,3,Left Wing
8479323,Adam Fox,/api/v1/people/8479323,Adam,Fox,23,1998-02-17,24,Jericho,USA,USA,"5' 11""",181,True,False,False,True,R,Y,NY,2019020504,3,Defenseman
