id,fullName,link,firstName,lastName,primaryNumber,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,gameId,teamID,pPos
8480231,Jakub Galvas,/api/v1/people/8480231,Jakub,Galvas,76,1999-06-15,23,Ostrava,,CZE,CZE,"5' 11""",161,True,False,False,True,L,Y,2021020655,16,Defenseman
8478043,Sam Lafferty,/api/v1/people/8478043,Sam,Lafferty,24,1995-03-06,27,Hollidaysburg,PA,USA,USA,"6' 1""",195,True,False,False,False,R,Y,2021020655,16,Center
8480798,Philipp Kurashev,/api/v1/people/8480798,Philipp,Kurashev,23,1999-10-12,23,Munsingen,,CHE,CHE,"6' 0""",190,True,False,False,False,L,Y,2021020655,16,Center
8482117,Lukas Reichel,/api/v1/people/8482117,Lukas,Reichel,27,2002-05-17,20,Nürnberg,,DEU,DEU,"6' 0""",170,True,False,False,True,L,N,2021020655,16,Left Wing
8482073,Braden Schneider,/api/v1/people/8482073,Braden,Schneider,45,2001-09-20,21,Prince Albert,SK,CAN,CAN,"6' 2""",202,True,False,False,True,R,Y,2021020660,3,Defenseman
8481061,Jasper Weatherby,/api/v1/people/8481061,Jasper,Weatherby,26,1998-01-22,24,Portland,OR,USA,USA,"6' 4""",222,True,False,False,True,L,Y,2021020660,28,Center
8482197,Adam Raska,/api/v1/people/8482197,Adam,Raska,57,2001-09-25,21,Frydek-Mistek,,CZE,CZE,"5' 10""",178,True,False,False,True,R,Y,2021020660,28,Right Wing
8475735,Greg McKegg,/api/v1/people/8475735,Greg,McKegg,14,1992-06-17,30,St. Thomas,ON,CAN,CAN,"6' 0""",195,True,False,False,False,L,Y,2021020660,3,Center
8475797,Jarred Tinordi,/api/v1/people/8475797,Jarred,Tinordi,5,1992-02-20,30,Millersville,MD,USA,USA,"6' 6""",232,True,False,False,False,L,Y,2021020660,3,Defenseman
8474009,Nick Bonino,/api/v1/people/8474009,Nick,Bonino,13,1988-04-20,34,Hartford,CT,USA,USA,"6' 1""",195,True,False,False,False,L,Y,2021020660,28,Center
8471699,Andrew Cogliano,/api/v1/people/8471699,Andrew,Cogliano,11,1987-06-14,35,Toronto,ON,CAN,CAN,"5' 10""",179,True,False,False,False,L,Y,2021020660,28,Center
8478967,Lane Pederson,/api/v1/people/8478967,Lane,Pederson,18,1997-08-04,25,Saskatoon,SK,CAN,CAN,"6' 0""",192,True,False,False,True,R,Y,2021020660,28,Center
8479447,Anthony Greco,/api/v1/people/8479447,Anthony,Greco,28,1993-09-30,29,Queens,NY,USA,USA,"5' 10""",179,True,False,False,False,R,N,2021020660,3,Right Wing
8480986,Lauri Pajuniemi,/api/v1/people/8480986,Lauri,Pajuniemi,49,1999-09-12,23,Tampere,,FIN,FIN,"6' 0""",196,True,False,False,True,R,N,2021020660,3,Right Wing
8474053,Logan Couture,/api/v1/people/8474053,Logan,Couture,39,1989-03-28,33,Guelph,ON,CAN,CAN,"6' 1""",206,True,False,True,False,L,Y,2021020660,28,Center
8478499,Adin Hill,/api/v1/people/8478499,Adin,Hill,33,1996-05-11,26,Comox,BC,CAN,CAN,"6' 6""",214,True,False,False,False,L,Y,2021020660,28,Goalie
8479324,Ryan Lindgren,/api/v1/people/8479324,Ryan,Lindgren,55,1998-02-11,24,Burnsville,MN,USA,USA,"6' 1""",191,True,False,False,False,L,Y,2021020660,3,Defenseman
8478414,Timo Meier,/api/v1/people/8478414,Timo,Meier,28,1996-10-08,26,Herisau,,CHE,CHE,"6' 1""",220,True,False,False,False,L,Y,2021020660,28,Right Wing
8475184,Chris Kreider,/api/v1/people/8475184,Chris,Kreider,20,1991-04-30,31,Boxford,MA,USA,USA,"6' 3""",223,True,True,False,False,L,Y,2021020660,3,Left Wing
8480847,Ryan Merkley,/api/v1/people/8480847,Ryan,Merkley,6,2000-08-14,22,Oakville,ON,CAN,CAN,"6' 0""",186,True,False,False,True,R,Y,2021020660,28,Defenseman
8478870,Rudolfs Balcers,/api/v1/people/8478870,Rudolfs,Balcers,92,1997-04-08,25,Liepaja,,LVA,LVA,"5' 11""",182,True,False,False,False,L,Y,2021020660,28,Left Wing
8478550,Artemi Panarin,/api/v1/people/8478550,Artemi,Panarin,10,1991-10-30,30,Korkino,,RUS,RUS,"6' 0""",175,True,True,False,False,R,Y,2021020660,3,Left Wing
8479323,Adam Fox,/api/v1/people/8479323,Adam,Fox,23,1998-02-17,24,Jericho,NY,USA,USA,"5' 11""",183,True,False,False,False,R,Y,2021020660,3,Defenseman
8479983,Mario Ferraro,/api/v1/people/8479983,Mario,Ferraro,38,1998-09-17,24,Toronto,ON,CAN,CAN,"6' 0""",209,True,False,False,False,L,Y,2021020660,28,Defenseman
8479364,Tim Gettinger,/api/v1/people/8479364,Tim,Gettinger,26,1998-04-14,24,Cleveland,OH,USA,USA,"6' 6""",220,True,False,False,True,L,N,2021020660,3,Left Wing
8477380,Jonny Brodzinski,/api/v1/people/8477380,Jonny,Brodzinski,76,1993-06-19,29,Ham Lake,MN,USA,USA,"6' 1""",211,True,False,False,False,R,N,2021020660,3,Center
8481554,Kaapo Kakko,/api/v1/people/8481554,Kaapo,Kakko,24,2001-02-13,21,Turku,,FIN,FIN,"6' 3""",205,True,False,False,False,L,Y,2021020660,3,Right Wing
8480289,Morgan Barron,/api/v1/people/8480289,Morgan,Barron,47,1998-12-02,23,Halifax,NS,CAN,CAN,"6' 4""",220,True,False,False,True,L,Y,2021020660,3,Center
8470613,Brent Burns,/api/v1/people/8470613,Brent,Burns,88,1985-03-09,37,Barrie,ON,CAN,CAN,"6' 5""",230,True,True,False,False,R,Y,2021020660,28,Defenseman
8480160,Radim Simek,/api/v1/people/8480160,Radim,Simek,51,1992-09-20,30,Mlada Boleslav,,CZE,CZE,"6' 0""",204,True,False,False,False,L,Y,2021020660,28,Defenseman
8471709,Marc-Edouard Vlasic,/api/v1/people/8471709,Marc-Edouard,Vlasic,44,1987-03-30,35,Montreal,QC,CAN,CAN,"6' 1""",205,True,False,False,False,L,Y,2021020660,28,Defenseman
8475747,Patrik Nemeth,/api/v1/people/8475747,Patrik,Nemeth,12,1992-02-08,30,Stockholm,,SWE,SWE,"6' 4""",230,True,False,False,False,L,Y,2021020660,3,Defenseman
8476458,Ryan Strome,/api/v1/people/8476458,Ryan,Strome,16,1993-07-11,29,Mississauga,ON,CAN,CAN,"6' 1""",191,True,True,False,False,R,Y,2021020660,3,Center
8479705,Jeffrey Viel,/api/v1/people/8479705,Jeffrey,Viel,63,1997-01-28,25,Rimouski,QC,CAN,CAN,"6' 2""",205,True,False,False,True,L,Y,2021020660,28,Left Wing
8476459,Mika Zibanejad,/api/v1/people/8476459,Mika,Zibanejad,93,1993-04-18,29,Stockholm,,SWE,SWE,"6' 2""",200,True,True,False,False,R,Y,2021020660,3,Center
8474578,Erik Karlsson,/api/v1/people/8474578,Erik,Karlsson,65,1990-05-31,32,Landsbro,,SWE,SWE,"6' 0""",190,True,True,False,False,R,Y,2021020660,28,Defenseman
8476442,Matt Nieto,/api/v1/people/8476442,Matt,Nieto,83,1992-11-05,29,Long Beach,CA,USA,USA,"5' 11""",187,True,False,False,False,L,Y,2021020660,28,Left Wing
8478467,Nicolas Meloche,/api/v1/people/8478467,Nicolas,Meloche,53,1997-07-18,25,LaSalle,QC,CAN,CAN,"6' 3""",211,True,False,False,True,R,Y,2021020660,28,Defenseman
8478048,Igor Shesterkin,/api/v1/people/8478048,Igor,Shesterkin,31,1995-12-30,26,Moscow,,RUS,RUS,"6' 1""",189,True,False,False,False,L,Y,2021020660,3,Goalie
8476885,Jacob Trouba,/api/v1/people/8476885,Jacob,Trouba,8,1994-02-26,28,Rochester,MI,USA,USA,"6' 3""",208,True,True,False,False,R,Y,2021020660,3,Defenseman
8479333,Libor Hajek,/api/v1/people/8479333,Libor,Hajek,25,1998-02-04,24,Smrcek,,CZE,CZE,"6' 3""",206,True,False,False,False,L,Y,2021020660,3,Defenseman
8480817,K'Andre Miller,/api/v1/people/8480817,K'Andre,Miller,79,2000-01-21,22,St. Paul,MN,USA,USA,"6' 4""",216,True,False,False,False,L,Y,2021020660,3,Defenseman
8477034,Jaycob Megna,/api/v1/people/8477034,Jaycob,Megna,24,1992-12-10,29,Plantation,FL,USA,USA,"6' 6""",220,True,False,False,False,L,Y,2021020660,28,Defenseman
8476881,Tomas Hertl,/api/v1/people/8476881,Tomas,Hertl,48,1993-11-12,28,Praha,,CZE,CZE,"6' 3""",215,True,True,False,False,L,Y,2021020660,28,Center
8479373,Jonathan Dahlen,/api/v1/people/8479373,Jonathan,Dahlen,76,1997-12-20,24,Ostersund,,SWE,SWE,"5' 11""",180,True,False,False,True,L,Y,2021020660,28,Center
8480078,Filip Chytil,/api/v1/people/8480078,Filip,Chytil,72,1999-09-05,23,Kromeriz,,CZE,CZE,"6' 3""",210,True,False,False,False,L,Y,2021020660,3,Center
8479393,Noah Gregor,/api/v1/people/8479393,Noah,Gregor,73,1998-07-28,24,Beaumont,AB,CAN,CAN,"6' 0""",190,True,False,False,False,L,Y,2021020660,28,Center
8479291,Kevin Rooney,/api/v1/people/8479291,Kevin,Rooney,17,1993-05-21,29,Canton,MA,USA,USA,"6' 2""",201,True,False,False,False,L,Y,2021020660,3,Center
8471418,Anton Khudobin,/api/v1/people/8471418,Anton,Khudobin,35,1986-05-07,36,Ust-Kamenogorsk,,KAZ,RUS,"5' 11""",195,True,False,False,False,L,Y,2021020661,25,Goalie
8476902,Esa Lindell,/api/v1/people/8476902,Esa,Lindell,23,1994-05-23,28,Vantaa,,FIN,FIN,"6' 3""",220,True,False,False,False,L,Y,2021020661,25,Defenseman
8477935,Sam Bennett,/api/v1/people/8477935,Sam,Bennett,9,1996-06-20,26,Holland Landing,ON,CAN,CAN,"6' 1""",195,True,False,False,False,L,Y,2021020661,13,Center
8473994,Jamie Benn,/api/v1/people/8473994,Jamie,Benn,14,1989-07-18,33,Victoria,BC,CAN,CAN,"6' 2""",210,True,False,True,False,L,Y,2021020661,25,Left Wing
8470600,Ryan Suter,/api/v1/people/8470600,Ryan,Suter,20,1985-01-21,37,Madison,WI,USA,USA,"6' 1""",200,True,False,False,False,L,Y,2021020661,25,Defenseman
8478449,Roope Hintz,/api/v1/people/8478449,Roope,Hintz,24,1996-11-17,25,Tampere,,FIN,FIN,"6' 3""",210,True,False,False,False,L,Y,2021020661,25,Left Wing
8479979,Jake Oettinger,/api/v1/people/8479979,Jake,Oettinger,29,1998-12-18,23,Lakeville,MN,USA,USA,"6' 5""",220,True,False,False,False,L,Y,2021020661,25,Goalie
8477932,Aaron Ekblad,/api/v1/people/8477932,Aaron,Ekblad,5,1996-02-07,26,Windsor,ON,CAN,CAN,"6' 4""",215,True,True,False,False,R,Y,2021020661,13,Defenseman
8477810,Joel Hanley,/api/v1/people/8477810,Joel,Hanley,44,1991-06-08,31,Keswick,ON,CAN,CAN,"5' 11""",190,True,False,False,False,L,Y,2021020661,25,Defenseman
8476822,Luke Glendening,/api/v1/people/8476822,Luke,Glendening,11,1989-04-28,33,Grand Rapids,MI,USA,USA,"5' 11""",190,True,False,False,False,R,Y,2021020661,25,Center
8478528,Tanner Kero,/api/v1/people/8478528,Tanner,Kero,64,1992-07-24,30,Hancock,MI,USA,USA,"6' 0""",185,True,False,False,False,L,N,2021020661,25,Center
8476889,Radek Faksa,/api/v1/people/8476889,Radek,Faksa,12,1994-01-09,28,Vitkov,,CZE,CZE,"6' 3""",220,True,False,False,False,L,Y,2021020661,25,Center
8477933,Sam Reinhart,/api/v1/people/8477933,Sam,Reinhart,13,1995-11-06,26,West Vancouver,BC,CAN,CAN,"6' 2""",193,True,False,False,False,R,Y,2021020661,13,Center
